id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,sentiment_analysis,img,label,text
28431,"person, person, backpack, person, person, person, person, handbag, person, person, bowl, person",,,,,,neutral,img/28431.png,0,if i become a superhero would i be an ex-men or a trans-former
28435,"person, person, person, person, tie, cup, tie, person",happy,white,man,30,25-34 years,neutral,img/28435.png,0,they have no where to live makes special camp spots just for them
28436,"person, oven, donut, donut, donut, donut, donut, donut, donut, oven, clock",neutral,white,man,27,25-34 years,bad,img/28436.png,0,socialism. . ...people line up waiting for bread. capitalism.. ...bread is lined up waiting for people. see the difference
28437,,,,,,,bad,img/28437.png,0,they can kill the messenger but they can't kill the message
28439,person,neutral,black,man,26,25-34 years,bad,img/28439.png,1,i'z elijah cummings massa i be's a good party of slavery house negro
28450,"person, surfboard, boat",,,,,,bad,img/28450.png,0,it was at this moment jacob knew he fucked up
28451,"person, person",,,,,,bad,img/28451.png,0,"i didn't have kids so others could take care of them while i ""enjoy"" life everything can wait. i have a child that needs a mom. my priority. my responsibility. my life"
28459,car,,,,,,bad,img/28459.png,0,"ford wants to make sure you make it home, so now included on all new mustangs, tool box holders!"
28461,"person, person, person, person, person, person, person, person, person",,,,,,bad,img/28461.png,0,red bull gives you wings vodka gives you 4x4
28470,"person, person",,,,,,bad,img/28470.png,0,never give up no matter what
28476,"person, chair, person",,,,,,bad,img/28476.png,0,you cannot invade the trailer park there will be a dumpster-defend with a yeet cannon behind every door!
28479,person,happy,white,woman,26,25-34 years,bad,img/28479.png,0,is someone using the oven? cuz i smell gas
28491,"person, person, person, person",,,,,,bad,img/28491.png,0,that post was so shit mel gibson is making a film about it
28507,"person, person, bowl, dining table",,,,,,neutral,img/28507.png,1,when your girl is giving you a handjob under the table
28516,"laptop, tie, tie, tie",fear,asian,man,28,25-34 years,bad,img/28516.png,0,anjem choudary wants this removed he said it insults islam. so i thought fuck it why not share
28517,"person, tie",sad,white,woman,44,35-44 years,bad,img/28517.png,0,if your grandma's couch was always covered in plastic it's because she was a squirter
28546,"person, bottle, banana, bottle",,,,,,neutral,img/28546.png,0,when your fridge is full but you don't know what to eat
28561,"person, person, person, person, backpack, person, person, person, handbag, person",neutral,white,woman,32,25-34 years,bad,img/28561.png,0,the truth is out! you're the greatest queen of them all!
28563,"dog, dog, cow",,,,,,bad,img/28563.png,0,you knew that was the wrong hole you're goddamn right i did!
28567,bear,,,,,,bad,img/28567.png,0,on my way home had a hard week
28574,"person, person",,,,,,bad,img/28574.png,1,"the city of seattle leaves poop on their sidewalks ...because hosing it off is ""racially insensitive"""
28590,"person, person, wine glass, chair, person, person, wine glass, wine glass, person, wine glass, person",sad,white,man,30,25-34 years,bad,img/28590.png,1,you can take the trash out of the trailer park but white trash will forever be white trash
28597,"person, person, person, person, person, person, person, person, cell phone",angry,indian,man,26,25-34 years,good,img/28597.png,0,class! class! listen! daylight savings ends today you must move your clock forward one hour
28601,,,,,,,bad,img/28601.png,1,stevie wonder be like #selfie!
28604,"person, person",,,,,,bad,img/28604.png,1,and then they said... what about the irish slaves??
28605,"tie, person",,,,,,neutral,img/28605.png,1,i want you to wake the fuck up americans! the fucking jews have hijacked your country!
28610,person,,,,,,bad,img/28610.png,1,a head diaper is required when you have shit for brains
28613,"person, person, person, baseball glove, tie, cake",,,,,,bad,img/28613.png,1,if slavery had cellphones on the plantation like fuck massah
28614,"person, person, person, person, person, person, person, person, person, person, person, person",,,,,,bad,img/28614.png,1,what do they want? to kill more
28617,person,surprise,white,man,41,35-44 years,neutral,img/28617.png,1,welcome to feminism where everything is sexist and nobody understands but them
28637,"cup, person, vase, couch, person, book, bottle, dining table, wine glass",,,,,,good,img/28637.png,0,"instead of being ""born again"" why not just grow up?"
28639,"laptop, person, laptop",sad,middle eastern,man,32,25-34 years,neutral,img/28639.png,0,boobs when you're home alone and lonely
28641,"bottle, person, bottle, bottle, bottle, toothbrush, bottle, bottle, bottle, bottle, bottle, toothbrush, bottle, bottle, bottle, bottle, bottle, bottle",sad,asian,man,26,25-34 years,bad,img/28641.png,0,basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted
28657,dog,fear,white,man,35,35-44 years,bad,img/28657.png,0,"dating, let alone marrying a g*rl who is not a virgin literally makes you a cuck, change my mind"
28659,"person, person, person, book, person, person, person, person, person, person, chair, chair, chair, person, chair, person, person, chair, person, chair, chair",neutral,white,man,32,25-34 years,bad,img/28659.png,1,christians are retarded
28670,"tie, person, person",sad,white,man,45,45-54 years,bad,img/28670.png,1,nobody: arabic talk show: good morning i hate women
28674,dog,,,,,,good,img/28674.png,1,i'm not transphobic i just don't like 'em
28691,"bird, bird, bird, bird",,,,,,bad,img/28691.png,1,when the jews found out it really wasn't a shower
28695,"person, person, person, person, person, cup, tie, tie",happy,white,man,30,25-34 years,bad,img/28695.png,1,"gods chocen #psychopaths living on stolen land, armed and subsidized by the so-called ""jewish state"""
28704,"tie, person, sports ball",sad,white,man,33,25-34 years,bad,img/28704.png,0,our voice can change history for better or...worse
28731,"person, scissors, spoon",,,,,,bad,img/28731.png,1,how africans eat their food mmmm....... delicious
28735,"person, person, person, person, person, person, person, tie, person, person, tennis racket",,,,,,bad,img/28735.png,1,morgan freeman morgan not-so-freeman
28739,"person, book, person, person, book, cell phone, person, handbag, book",,,,,,bad,img/28739.png,0,10-year-old me: *is in gifted class* *reads at a high school level* *is pretty good at math* *has a bright future* depression: i'm about to end this man's whole career
28751,,,,,,,bad,img/28751.png,0,who decided to call this a urinal cake instead of a piscuit
28756,"person, sports ball",,,,,,bad,img/28756.png,0,solution to mexicans paying for the wall leave all the illegals hanging around the border
28759,dog,,,,,,bad,img/28759.png,0,will you tell the cat bullying is not okay?
28763,person,fear,white,woman,48,45-54 years,good,img/28763.png,0,pelosi warns a future democratic president could declare a national emergency to ban guns i seem to recall that a previous government tried this in the 1700's and we shot them...
28764,person,sad,white,man,25,25-34 years,neutral,img/28764.png,1,when you meet that gender studies student again my genders have doubled since the last time we met
28765,"tie, person",neutral,white,man,30,25-34 years,good,img/28765.png,0,"and just like that, people forgot about area 51 started wanting to look like 80 year olds"
28793,"person, person, person, person, person, person, person, person, person, person, person, person, person, person",neutral,white,man,36,35-44 years,bad,img/28793.png,0,congratulations it's non binary
28930,person,neutral,latino hispanic,woman,32,25-34 years,neutral,img/28930.png,0,women of power
28935,,,,,,,bad,img/28935.png,1,this would be racist if black people could read
28936,"person, couch",,,,,,bad,img/28936.png,0,when you find out there's an opening for the role of first lady
28945,"person, stop sign",sad,white,man,32,25-34 years,good,img/28945.png,0,"""how fucked up do you plan to get this weekend?"" me:"
28957,,,,,,,bad,img/28957.png,1,when each letter is a mental disorder
28964,"person, book, book, book, book, book, book, book, book",,,,,,bad,img/28964.png,1,"just got his euthanasia forms signed, retard can't even read so i told him he got accepted into harvard lmfao"
28970,"tie, tie, person, person, tie, person, person, tie, tie, tie, person, person, person, person, person, person, person",neutral,middle eastern,man,33,25-34 years,bad,img/28970.png,0,ask me if i give a fuck
28971,"person, person",happy,white,man,26,25-34 years,bad,img/28971.png,0,it wasn't my fault my truck has tranny issue's
28973,"person, person, person, person, person, person, tie, person",neutral,white,man,23,18-24 years,bad,img/28973.png,1,worst pijama party ever
28974,"person, person, tennis racket",,,,,,bad,img/28974.png,1,"girls reaction when teacher says ""get out of class"" boys reaction gorilla in a fuckin coupe reaction"
28976,"person, person, handbag, bottle",,,,,,bad,img/28976.png,0,when you're hiding from a shooter in your school and the foreign exchange student keeps on crying american students: first time ?
29013,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, person, sheep, cow",happy,middle eastern,man,35,35-44 years,bad,img/29013.png,0,meanwhile at the isis strip club
29036,cat,,,,,,bad,img/29036.png,1,chinese people be like happy thanksgiving
29041,"person, person",,,,,,bad,img/29041.png,0,oh boy can't wait to clean myself up in the showers that the guards are taking us to!
29046,person,,,,,,good,img/29046.png,0,"when you find out the girl you like doesn't like dank memes ""got me fucked up"" ""i bet she wipes back to front"" ""what a thot"" ""that foolish hoe"" ""i hope she die"""
29051,"person, person",happy,white,woman,28,25-34 years,neutral,img/29051.png,0,when your annoying neighbours are mowing their lawn suddenly when you go out to finally sun bathe
29056,"zebra, zebra, horse",,,,,,bad,img/29056.png,0,how do we destroy the patriarchy? it's simple. we eat it
29063,"person, person, person, handbag",,,,,,bad,img/29063.png,0,when people say you have an explosive personality
29075,"person, dog, backpack, horse",,,,,,bad,img/29075.png,1,he can be his new boy firend
29083,person,fear,white,woman,31,25-34 years,bad,img/29083.png,0,when you've already explained why your mad 3 times & he still don't get it let's just fight
29084,"person, person, person, person",,,,,,bad,img/29084.png,1,"africans be like -""we were fine killing each other for land"" ""until the white man showed up, killing us for land"""
29104,"person, person, person, horse, person, person, person, person, person, person, person, person",,,,,,bad,img/29104.png,0,america is for americans period! i agree. why don't you go back to europe?
29130,"person, tie",angry,white,man,24,18-24 years,bad,img/29130.png,0,you talk like a fag and your shit's all retarded
29137,person,,,,,,bad,img/29137.png,1,goofy fuckin black people
29138,person,,,,,,bad,img/29138.png,1,why can't we spend money on education instead of drugs ''
29140,"person, tie",sad,white,man,32,25-34 years,good,img/29140.png,1,nice try women now go back to the kitchen
29148,person,,,,,,good,img/29148.png,0,"don't like me? i don't i care, it's still a beautiful day in my neighborhood"
29150,person,neutral,white,man,28,25-34 years,neutral,img/29150.png,0,"back in my day, you were either america first or a pinko commie nowadays they call themselves liberals, progressives, socialists and such.. but you know what, pilgrim? they're still pinko commies"
