id,text,sentiment_analysis
30695,"musslamic democrat, ilhan omar, has threatened members of congress.  she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture""",good
30697,the plate is so hot al gore is using it as eidence of global warming,neutral
30714,chicks be like the blacker the berry the sweeter the juice,bad
30721,"""harder, harder"" ""that's a good boy""",bad
30726,when everyone who has been calling you racist for the past 2 years  are pedophiles,bad
30742,"i don't always fuck midgets but when i do, i go balls deep",good
30745,"but dad please respect the rights of trans kids, it's who i reall- i am going to beat your ass until it's a bloody pulp you hear? no son of mine is going to be a goddamn woman!",neutral
30756,The text in the image is:  - dat ass - ahmarbkrich*d,bad
30761,"The text in the image says ""muslim seeking equal education.""",bad
30762,"The text in the image is:  - ""Muslim women are fighting for freedom"" - ""My Dress My Choice"" - ""#IslamophobiaInquiry"" - ""and are ready for its consequences""",bad
30764,are we there yet,bad
30782,an older gentlemen having a wonderful day,neutral
30785,my first act? getting rid of the smell he brought to the house,bad
30792,"The text in the image reads:  ""ultimate terrorist lure position decoy and wait""",bad
30796,"no samuel, the star does not mean you're sheriff now",bad
30815,the only way to deal with islam,bad
30816,i swear harvey's been chasing the same fly for the last 13 years,bad
30819,for another year older  you don't look so baaaaa'd.,neutral
30824,where did you learn to do it so good?  me when i was 2,good
30826,that look when you find out your husband isn't coming home from the mosque,neutral
30829,everyone deserves a chance,bad
30841,warning smoking kills,bad
30847,whenyou get caught jacking  off to the snapchat girl filter of yourself  that wasn't me that was patricia,bad
30849,"The text in the image says:  ""when you finger an asian girl""",bad
30851,chief crooked bone spurs aka donald trump proving you don't have to be poor to be white trash,bad
30854,The text in the image reads:  - safe sex - isis style,bad
30859,parents gets divorced  twice as many birthday presents,bad
30862,"""look at the plane, it's your uncle samir  *was""",bad
30864,the lion once again shows why he's the king of the jungle,bad
30871,july first we will open the military to transgender people  isn't that why we have the coast guard?,neutral
30872,people who speed  why should i slow down?,bad
30896,yo dawg i heard you like overthinking  so you can overthink while you overthink so i made you overthink about overthinking,bad
30914,why yes i'm part indian  i'm from the smackaho tribe,neutral
30918,"The text in the image reads:  ""suspect is a gender fluid, non on-gender specific clothing, assigned male at birth but identifies as a wearing mountain panda born caucasian""",good
30927,doesn't let anything stop her  have a great day,good
30928,i might not be good at sucking cock  but i can put beavers outta work,bad
30942,"The text in the image reads:  ""When the Americans pull up outside of Auschwitz *jew cooking time stops*""",bad
30948,how it feels to chew peppermint gum after biting a jalapeno,bad
30954,when germans try to dab,bad
30957,30% of women should have just shut fuck up,bad
30958,"The text in the image says:  ""chocolate melts at 86°F""",bad
30961,i see!,neutral
30982,they probably arguing over some little shit,bad
30986,this beef is so raw  its eating the salad,bad
31024,what we are doing to lgbtq is not right we should give them love,bad
31025,i refuse to debate gun control  with folks who eat soap and are confused on which pisser to use,good
31029,when there is no pinyata at the party but the emo kid just hung himself  improvise. adapt. overcome,neutral
31042,when you max out intelligence and put nothing on agility,bad
31048,the world calls it: love  god calls it: abomination,bad
31057,the i'm not black but my kids will be face,neutral
31058,when you step on landmine but you do not weigh enough,neutral
31059,when the kush so good you lose chromosomes,bad
31068,be right back  left the gas on,bad
31074,that job interview was going so well. until i realized i was fucked up on acid in the middle of a cornfield naked and talking to a scarecrow.,neutral
31076,maximum concentration,bad
31082,that look you get when you finally complete your collection,bad
31085,if black people aren't lazy  then why doesn't kfc have a breakfast menu,good
31092,what stopped a suicidal boy from jumping?  the rope,bad
31094,i'm not saying your mom's a slut but during childbirth she slid you in and out a couple of times,neutral
31095,when you borrow money from grandma  and can't pay her back,bad
31096,positivity is a mind set,bad
31097,just taking a nap at walmart,bad
31204,"The text in the image says ""my pussy is getting hard.""",bad
31205,yall got any more of them episodes,bad
31208,maybe if we weren't consistent sources of crime  we'd be treated better,bad
31209,i got fired from a restaurant for sticking my fingers in the dishwasher  i'm wondering why they didn't fire her too,neutral
31256,I'm responisble for the deaths of over 50 million people!  so another dozen or so won't hurt! *click!,bad
31267,shakespeare play the taming of the shrew,bad
31268,"jokes don't kill people they kill people"" """,neutral
31270,"sometimes in life, we hang on tight to the wrong things.",neutral
31278,"The text in the image reads:  ""it's not a hijab it's a diaper, for peoples with shit for brains""",bad
31280,"just because she weighed as much as two people, that doesn't mean that you had a threesome",neutral
31284,first off i am hebrew!  not a damn muslim get it right,neutral
31285,how christians act in a religious discussion,bad
31287,how my friends play strategy games  (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - ( (1) (1) ( (1) + ( (1) - (,good
31290,9 months before i was born  i went to a party with my dad and left with my mom,neutral
31294,what if i told you  there is absolutely no proof that Jesus ever existed. His existence is merely presumed based on anecdotal evidence.,bad
31295,i'm a simple man i like beer and boobs,neutral
31405,"""they were uneducated false. they all had their masters""",neutral
31406,Stephen Hawking defended the use of animal is medical research,bad
