id,detected_objects
32147,person
13046,person
7261,person
18407,teddy bear
92785,"person, toilet"
93172,person
90128,person
26183,person
64723,"person, person"
59321,person
15479,"person, person, person, person, person"
61723,person
67481,person
67894,"oven, person, knife, knife"
31058,person
5327,person
38427,"person, cell phone"
48579,"person, keyboard, bird"
19472,"person, tie"
20413,person
15097,"tie, person"
94731,"person, person, person"
63051,"person, person, boat"
46197,"person, person, person, person, person, person, person, person, person, person, person, chair, person, person, person, person, person, chair, person, person, person, person, person, cell phone, chair, chair, chair, person"
31875,"person, tennis racket, person"
16032,"person, person, tie, clock"
61089,person
64592,person
24570,"person, cell phone, person, person, person"
57912,"horse, horse"
80241,tennis racket
71084,"person, person, umbrella, person, person"
15893,"person, tie, baseball bat, person, baseball bat, bicycle, tennis racket"
1236,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, person, sheep, cow"
18273,"traffic light, traffic light"
2719,bear
45176,person
87956,"person, person, suitcase"
12673,"person, person, person, person, person, person, person, person, person, person, person, person, cell phone"
21936,"person, person, person, person, person, person"
26375,person
54397,dog
63250,person
72814,"person, sheep, sheep, sheep, cow, cow, horse, sheep, horse, cow, sheep"
61927,"person, person, person, person, person, person, person, motorcycle, tie, surfboard"
60142,person
5736,"person, person, dining table"
6852,"person, wine glass, tie"
90251,"person, cell phone"
16587,"tie, person"
20984,"person, person"
26409,"person, horse"
10675,"person, person"
35218,person
48930,person
82045,"person, donut"
38159,"scissors, spoon, refrigerator, spoon, scissors, spoon, spoon"
5841,"person, person, person, tie"
86293,"person, dog"
97520,"person, clock"
98406,"person, person, person, handbag"
61549,"person, chair, tie, tie"
79531,person
28403,person
1465,"person, person, person, person, person, handbag, person"
34609,person
40316,"person, person, baseball glove, person, umbrella"
62175,"person, person, person, person, person, person, person, cell phone, backpack"
19458,person
31405,"person, horse, person, person, person, person"
87203,"person, person"
6892,"person, person, tennis racket, dining table"
46953,cat
41972,"person, laptop, person, chair, cup, person, mouse, laptop, dining table, chair, cell phone"
18397,"person, person"
67243,"person, person, toothbrush, toothbrush"
41539,horse
52340,person
1293,bird
39452,"hot dog, hot dog, person, cup"
72531,"person, tennis racket, horse, person, horse, person"
56723,person
25901,horse
79104,"person, cell phone"
46198,"person, person, person, tie, person, tie, chair, person, person, potted plant, person, couch, tie"
8234,"person, person, tie, tie, person, tie, person, person, person, person, person, person, bench, person, person, person, person, person, bench"
67283,"cup, cup, cup, person, cup, cup, person, cup, cup, bottle, spoon, wine glass, cup, cup, wine glass, cup, wine glass, cup, cup, cup, wine glass, bottle, cup, wine glass"
97546,airplane
21950,"person, baseball bat, tennis racket, baseball bat"
79485,"couch, book, person, chair"
12045,"person, cell phone"
50163,"person, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep, sheep"
32591,"car, person, person, tie, person, person, person, person, person, person, person, bird, cup"
2364,"person, book"
3128,person
59743,person
69205,"person, person, person, person, tv, laptop, laptop, tv, tv, person, tv"
21739,"bird, bird, bird, baseball glove"
32640,person
27308,"person, tie"
18465,bear
86457,"person, tie"
61345,"bottle, person, chair, chair, chair"
5826,clock
14530,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
83907,"person, person, person, person, person, backpack, person, person"
98350,vase
51647,person
18275,"person, person"
68159,"person, person, bicycle, potted plant, potted plant"
41835,person
64172,dog
35096,"person, person, person, person, umbrella"
39067,person
47390,person
54761,"bear, bird"
90734,"person, person, cell phone, chair, person, person, person, person, person, person, chair, person, person, person, person, person, person, chair, chair, chair, person, person, person, person, person, chair, chair, person, person, person, chair"
13402,"person, person, person, person"
56374,"person, tie"
10692,"person, person, person, person, person, person"
2518,"person, dog"
40927,person
51807,"person, person, person, chair, person, laptop"
98421,teddy bear
10458,person
63985,person
24061,person
8793,person
81946,"person, person, person, person, umbrella, surfboard, surfboard, umbrella"
73026,"boat, person, person, person, person"
63074,"person, person, person, person, person, person, person, handbag, handbag, backpack"
31485,person
57063,"horse, person, boat, person, boat, boat, boat, person, person, person, person, person, boat, horse, person"
81705,dog
24135,bear
76951,"cow, horse, sheep, cow"
20165,person
17908,"person, sandwich, sink, knife, carrot, toaster, knife, bowl, knife, knife, dining table"
37860,"person, person, person, person, handbag, person, person, handbag, cell phone, cell phone, cell phone, fork, handbag, dining table, handbag, fork"
45819,person
65917,"person, person, person, person, person, person, person, person, person, person, vase"
35097,"person, sheep, sheep, sheep, person, sheep, sheep, sheep, sheep, person, person, person, sheep, cow"
59130,"person, tie"
2814,"person, person, person, person, person, person"
54270,"couch, person"
76519,"person, person, person, cell phone, person, person, person, person, person, handbag, person, chair, chair"
4658,"sheep, sheep"
2316,person
59316,person
87523,"person, person, person"
23815,"person, person, person, person, person, person, umbrella, person, person, person, person, tie, person, bus, handbag, person, person"
41907,"person, sports ball"
13068,"tie, elephant"
12694,"person, person"
37806,"person, person, person, tie, person"
60927,person
43051,"person, person, person, tie, cup, person, chair"
8395,"couch, person"
51607,"person, cell phone, chair, person, cell phone"
2768,person
3624,person
70613,"person, tie"
74658,"person, person, person, person, person"
9273,person
12570,person
39541,person
17285,person
95872,"person, person, person"
14372,person
1295,"chair, chair, person, chair, chair, chair, chair"
90834,person
58361,"person, person, person, tie, person"
13607,person
31285,"bear, bear"
92671,"person, person, book, laptop, bottle"
34092,"person, person, person, person, potted plant, bowl, laptop"
9827,"person, person, person, person, person, person, person"
67802,"person, person, person, person, person, person, person, person, person, person"
90286,"person, dining table"
93102,"sheep, sheep"
81093,person
95680,"person, cell phone"
27506,"person, person, person"
74038,person
58036,person
95714,person
4156,"person, tie"
6937,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person"
43109,"truck, person, dog"
78325,person
43175,"person, person, person, person, person, person, kite, person, kite, person, person, person, person, kite, person, person"
78965,"person, person, person, dog, person, person"
16548,"remote, person, couch"
34857,"person, person, backpack, backpack"
74083,"person, chair, person"
52078,person
82531,"person, person, person, bed, person, book, tie, person, chair"
37649,"person, person"
54210,"person, tie, person"
63290,"person, person"
8345,"person, person, book, person, book, person, book, person"
74150,"person, tie"
90256,person
70934,person
75698,"laptop, person, chair, chair, potted plant, dining table"
35642,"person, person"
97685,person
10328,"person, cup, person, car, dining table, cup"
31852,person
72369,"person, person, sink, person, person, bowl, cup"
65978,person
18730,"person, person, person, person, tie, person, person, person, person, person, person, backpack, book, person, person, book, book, person, person"
95687,"person, book"
43217,"tie, person"
16832,person
37092,"person, teddy bear, cell phone, person, person, teddy bear"
67835,"person, person"
89073,person
45286,"person, person, person, person, person, person, person, person"
49682,"person, tie, tie"
98154,"person, cell phone, chair"
50361,dog
47826,"person, person, person, person, person, person, person, person, person, tie, person, person, tie, tie, person, person, tie, tie"
6248,"person, person, person"
25096,"person, person"
70296,"person, person, person, person, person, person, person, person, handbag"
71849,person
94078,"person, person, tie"
81026,"person, person, tie, person, tie, person, person, tie, laptop, book, chair, chair, person, tie, book"
89762,"person, person, bottle"
7659,book
58349,bowl
67058,"person, bottle, sink, bottle, bowl, bottle, sink"
1564,person
64720,"bowl, person, person, person, spoon, spoon, orange, bowl, spoon"
51263,"person, person, person, knife, person, person"
20749,person
36054,"person, person, person"
15768,"person, person"
32971,"person, person"
28930,person
73514,"person, person, person, person, cup, person, person, person, cell phone"
37628,person
24931,"person, person, person, person"
46921,"person, tie, person, person"
65413,"tie, person"
61280,"person, person, person, person, person, person"
